UserId,Number,ResponseId,Trigger,Trigger Devices Copy,Trigger Capabilities,Trigger variables copy,Action,Action Devices,Action Capabilities,Action Variables Copy,Action Inputs,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator,Trigger Conditions
7,48,r-e5i5j0vocc4acet,I leave my home,null,locationMode,away,set temperature value of Thermostat to 79 degrees,Thermostat,thermostat,heat,thermostat1.setHeatingSetpoint(79),,MD,Weekday,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[6, 7, 8, 9], [], [7, 8, 9], [], [], [6, 7, 8, 9, 10], [], [6, 7, 8, 9, 10], [6, 7, 8, 9, 10], [6, 7, 8, 9, 10], [7, 8, 9, 10], [], [], [7, 8, 9], [6, 7, 8, 10], [6, 8, 9, 10], [6, 7, 9, 10], [], [6, 7, 8, 9, 10], [], [7, 8], [], [6, 7, 8, 9], [6, 7, 8], [], [8, 9, 10], [6, 7, 9, 10], []]",location.mode == 'away'
7,49,r-e5i5j0vocc4acet,someone rings the Doorbell,Doorbell,switch,on,alert me via house's Doorbell sound and via phone notification,Doorbell && Phone,notification && notification,notify-notify,notify_phone()(),,FW,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [3, 6, 12, 13], [], [], [], [], [], [], [], [], [], [], [], [], [9, 10, 23], []]",t_switch1.switchState.getValue() == 'on'
7,50,r-e5i5j0vocc4acet,it is morning and weather report shows no rain,Morning,switch,on,switch Sprinkler on,Sprinkler,switch,on,switch1.on(),"time == ""morning"" && weather_station == ""no rain""",FD,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [8, 9], [], [], [6, 7, 8, 9], [7, 8, 10], [], [6, 7, 8, 10], [], [6, 9], [10], [6, 8], [], [7, 9, 10], [6, 7, 9, 10], [], [9, 10], [], [6, 9], [6, 7, 9], [], [6, 7, 9, 10], [6, 8, 9], [6, 9, 10], [], [], [6, 7, 8, 9, 10], []]",t_switch1.switchState.getValue() == 'on'
7,51,r-e5i5j0vocc4acet,energy value of Energy Meter for any device is > average,Energy Meter,energy,greater,alert me via phone notification,Phone,notification,notify,notify_phone()(),,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [4], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_energyMeter1.energy > 5
7,52,r-e5i5j0vocc4acet,I leave my home and Door Lock is unlocked,null && Door Lock,locationMode && lock,away-unlocked,set Door Lock to lock,Door Lock,lock,lock,lock1.lock(),,FM,Anytime,"6-11,17-20",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [9], [], [], [], [], [], [], [], [], [11,20], [], [], [], [], [7], [], [], [], [], [], [], []]",location.mode == 'away' && t_lock1.lock== 'unlocked'
7,53,r-e5i5j0vocc4acet,shock value of Glass Break Detector is true,Glass Break Detector,shock,detected,toggle Security Camera on,Security Camera,switch,on,switch1.on(),,NS,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [0, 5, 22], [0, 1, 5, 22], [], [], [], [], [], [], [], [], [], [], [22, 23], [], [], [], [], [], [], [], [], [], [], [], [], [0, 1, 3]]",t_shockSensor1.shock == 'detected'
7,54,r-e5i5j0vocc4acet,home is in Vacation mode,null,locationMode,vacation,toggle Security Camera on AND set Security Alarm mode to both,Security Camera && Security Alarm,switch && alarm,on-both,switch1.on() && alarm1.strobe(),,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 2, 10, 19], [], [], []]",location.mode == 'vacation'
7,55,r-e5i5j0vocc4acet,odorLevel value of Gas Sensor is > safe level,Gas Sensor,odorLevel,greater,toggle alarm (both mode by default) |  call emergency services and alert me via phone notification,Security Alarm && Phone,alarm && notification,both-notify,alarm1.strobe() && notify_phone()(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 11, 12], [], [], [6, 13, 20], [], [], [], [1, 4, 11, 12, 17], [], [], [], [], [], [], []]",t_odorSensor1.odorLevel > 5
7,56,r-e5i5j0vocc4acet,water value of Water Leak Detector is wet,Water Leak Detector,water,wet,toggle alarm (both mode by default) and alert me via phone notification,Security Alarm && Phone,alarm && notification,both-notify,alarm1.strobe() && notify_phone()(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [1, 14, 22], [], [], [], [], [11], [7, 15, 21], [], [], [3], [], [], [], [], [], [], [], [15, 17, 22], [], [], [2, 7, 10, 21], [], [], [7, 14, 15, 16, 19], [], [], [10, 19]]",t_waterSensor1.water == 'wet'
7,57,r-e5i5j0vocc4acet,machineState value of Clothes Dryer is Running AND temperature value of LaundryRoom_TemperatureSensor is > average temperature value,Clothes Dryer && Temperature Sensor,dryerMode && temperature,fixed_state-greater,set machineState value of Clothes Dryer to Paused,Clothes Dryer,dryerMode,pause,switchLevel1.setLevel(2),MachineState,NS,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [14, 15], [], [], [], [], [], [], [], [], [], [], [], [], [13], [], [], [], [], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() > 70
8,58,r-xbxggatwfo82tdz,"the value of ""temperature"" is less than 70",Temperature Sensor,temperature,lesser,Set the device Air Conditioner in heat mode AND set the device Water Heater to Switch On,Air Conditioner && Water Heater,thermostat && switch,heat-on,thermostat1.heat() && switch1.on(),,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[1, 19], [18, 21, 22], [18, 19, 22, 23], [4, 18, 19], [], [18, 20], [5, 18], [], [], [], [1, 17, 20], [19, 21], [], [], [], [5, 17, 18], [], [], [], [], [], [17, 23], [2, 17, 18, 23], [2, 19, 20], [2, 19, 21], [0, 2, 19], [0, 3, 17], [3, 17, 18, 20]]",t_temperatureMeasurement1.currentTemperature.toInteger() < 70
8,59,r-xbxggatwfo82tdz,"it is night and ""temperature"" of device ""Electric Blanket"" is less than 70",Night && Electric Blanket,switch && temperature,on-lesser,Switch on the Electric Blanket,Electric Blanket,thermostat,on,thermostat1.heat(),"time == ""night"" &&",FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [1, 2, 22], [], [0, 1, 2, 20, 23], [1], [0, 4], [], [0, 1, 3], [], [4], [], [], [], [], [0, 2, 20], [], [], [], [0, 1, 2, 20], [], [1, 4, 21], [], [], [], [0, 20, 21, 22], [], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() < 70
8,60,r-xbxggatwfo82tdz,it is night and time is after 9PM,Night,switch,on,"set colorValue of device ""Light Bulb"" to Soft White",Light Bulb,colorValue,fixed_number,colorControl1.setHue(25),"time == ""night"" && time > 2100",FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[0, 3, 22], [5], [3, 22], [], [0, 1, 3, 5, 20], [2], [], [1, 3, 5], [20, 22], [], [], [0, 1, 2, 23], [], [], [0, 2, 22], [3, 20, 21], [5, 20], [3], [], [2, 20, 21, 22], [], [], [], [0, 22], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
8,61,r-xbxggatwfo82tdz,time is 6AM,Morning,switch,on,set the device Light Bulb to switch off,Light Bulb,switch,off,switch1.off(),time == 600,FD,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[6], [6], [], [6], [6], [], [], [6], [], [6], [6], [], [], [], [6], [6], [], [6], [], [6], [6], [6], [6], [], [6], [], [], []]",t_switch1.switchState.getValue() == 'on'
8,62,r-xbxggatwfo82tdz,time is 6PM,Evening,switch,on,set the device Light Bulb  to switch on and set ColorValue of Device Light Bulb to Day White,Light Bulb,colorValue,fixed_number,switch1.off() && switch2.setHue(25),time == 1800,FD,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[18], [], [], [], [18], [18], [], [], [18], [], [], [], [18], [18], [], [18], [], [], [], [], [], [18], [18], [18], [], [18], [], []]",t_switch1.switchState.getValue() == 'on'
8,65,r-xbxggatwfo82tdz,"odorLevel detected by device ""Gas Sensor"" is high",Gas Sensor,odorLevel,greater,setAlarmMode=both,Security Alarm,alarm,both,alarm1.strobe(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [5, 12], [], [], [], [], [], [], [], [], [], [], [], [], [3, 6, 10, 11, 15], [], [], [], [], [], [], [], [], [3], [], [8, 22, 23]]",t_carbonMonoxideDetector1.carbonMonoxideState.getValue() == 'detected'
8,66,r-xbxggatwfo82tdz,"odorLevel detected by device ""Gas Sensor"" is low",Gas Sensor,odorLevel,lesser,setAlarmMode=off,Security Alarm,alarm,off,alarm1.off(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_carbonMonoxideDetector1.carbonMonoxideState.getValue() == 'clear'
8,67,r-xbxggatwfo82tdz,"humidity detected by device ""Humidity Sensor"" is high ",Humidity Sensor,humidity,greater,set mode of device Air Conditioner to dryClean mode,Air Conditioner,thermostat,auto,thermostat1.auto(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[15, 19, 23], [], [0, 2, 8, 20], [3, 4, 6, 22], [], [], [], [], [2, 17], [], [], [], [], [], [], [8, 17, 22], [], [9, 18], [17, 20, 23], [5, 11, 17], [], [4, 19, 22], [10, 18], [4, 7, 23], [0, 4, 11, 21], [], [6, 8, 18, 21], []]",t_relativeHumidityMeasurement1.humidity > 60
8,70,r-xbxggatwfo82tdz,value of smoke is detected by device Smoke Detector and value of temperature is above FireThreshold,Smoke Detector,smoke,detected,trigger alarm,Security Alarm,alarm,both,alarm1.strobe(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [1, 2, 17, 21], [2, 3, 6, 11, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_smokeDetector1.smoke == 'detected' && t_smokeDetector1.currentTemperature.toInteger() > 80
8,71,r-xbxggatwfo82tdz,value of tamper by device Smoke Detector is tampered,Smoke Detector,smoke,detected,send sms alerting to check,Phone,sms,notify,notify_phone()(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[1, 16], [], [], [], [18], [], [], [], [4, 7, 8, 13, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_smokeDetector1.tamper == 'detected'
8,72,r-xbxggatwfo82tdz,value of battery by device Smoke Detector is low,Smoke Detector,battery,lesser,send sms alerting to change,Phone,sms,notify,notify_phone(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[3, 11, 22], [], [], [], [], [15, 19], [], [], [], [], [], [], [], [], [], [], [], [], [1], [], [], [], [], [], [], [], [], []]",t_smokeDetector1.battery < 10
8,73,r-xbxggatwfo82tdz,value of airQuality by device Air Purifier is low,Air Purifier,airQuality,lesser,set the device to switch on,Air Purifier,switch,on,switch1.on(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 13, 14], [6, 15, 18, 22], [7, 13, 14, 19], [9, 17], [4, 7, 9, 14, 17], [0, 1, 2, 8, 19], [], [12, 14], [], [], [12], [6, 12, 17, 23], [5, 20], [], [], [], [], [], [11, 12, 16, 20, 21], [3, 13], [1, 13, 16], [], [], [4], [3, 12, 21], [6, 19], [], [0, 14]]",t_airQualitySensor1.airQuality > 5
8,74,r-xbxggatwfo82tdz,value of airQuality by device Air Purifier is high,Air Purifier,airQuality,greater,set the device to switch off,Air Purifier,switch,off,switch1.off(),,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [3], [0, 8, 21], [5, 18, 20], [], [0, 4, 7, 23], [9, 11, 12, 19, 20], [1, 10, 13, 14, 20], [], [], [], [], [3, 13, 22], [], [], [6, 17, 19], [], [20], [], [], [], [1, 3, 6, 9, 22], [1, 2, 4, 14, 22], [18], [11, 21], [], [], [3]]",t_airQualitySensor1.airQuality < 5
9,75,r-ttvbkmxo7atmgm5,temperatue <= 70 AND (time between 9 and 5 OR time between 9pm and 7 am),Temperature Sensor,temperature,lesser,setLevel 75 degrees,Thermostat,thermostat,auto,switchLevel1.setLevel(75),&& ((time >= 900 && time <= 1700) || (time >= 2100 && time < 700)),FD,Anytime,"6-11,11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 11, 13], [8, 12, 15], [10, 11, 15], [6, 12, 16], [10, 12, 14], [], [], [7, 12, 14], [7, 12, 15], [8, 12, 14], [9, 12, 16], [], [9, 12, 13], [], [], [8, 12, 16], [7, 11, 16], [8, 12, 14], [], [8, 12, 13], [10, 12, 14], [10, 11, 13], [10, 11, 15], [8, 11, 14], [], []]",t_temperatureMeasurement1.currentTemperature.toInteger() <= 70
9,76,r-ttvbkmxo7atmgm5,time == 7am and daye between Monday and Friday,Morning,switch,on,coffeeMaker switch ON and Bedroom lightbulb switch ON and setRobotCleanerCleaningMode Auto,Coffee Maker && Light Bulb && Robot Vacuum,switch && switch && switch,on-on-on,switch1.on() && switch2.on() && switch3.on(),time == 700 && (time.day in weekday),FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7], [], [], [], [], [], [7], [7], [], [], [], [], [], [], [7], [], [], [], [], [], [7], []]",t_switch1.switchState.getValue() == 'on'
10,77,r-2v8emucerybqm6e,threeAxis is within 100 feet of the house,Presence Sensor,presence,present,open garage door,Garage Door Opener,door,open,doorControl1.open(),,FD,Anytime,"6-11,13-17,17-20",Executed at random (e.g. |  every time I enter the room),"[[8, 15, 19], [8, 16, 17], [9, 13, 18], [6, 14, 18], [], [8, 13, 18], [], [], [9, 16, 19], [], [8, 13, 18], [], [], [7, 13, 18], [7, 14, 18], [], [9, 16, 19], [7, 15, 19], [], [6, 15, 19], [], [6, 13, 19], [8, 13, 17], [7, 16, 18], [], [], [8, 14, 18], [10, 13, 19]]",t_presenceSensor1.presenceState.getValue() == 'present'
10,78,r-2v8emucerybqm6e,shock detected,Glass Break Detector,shock,detected,trigger security alarm,Security Alarm,alarm,both,alarm1.strobe(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [3, 10, 17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [12, 19], [], [], [], [], [], [0, 4, 15]]",t_shockSensor1.shock == 'detected'
10,79,r-2v8emucerybqm6e,motion sensor detects motion outside,Motion Sensor,motion,active,security camera switch on,Security Camera,switch,on,switch1.on(),,FW,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [2, 9, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_motionSensor1.motion == 'active'
10,80,r-2v8emucerybqm6e,odorLevel detector returns high values,Gas Sensor,odorLevel,greater,setAlarmMode(both),Security Alarm,alarm,both,alarm1.strobe(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[3, 4, 9], [], [], [11, 15, 17], [], [], [3, 17], [], [5, 13, 16], [0, 8, 9], [], [], [2, 17, 18, 20, 23], [], [], [], [], [], [], [], [], [5, 6, 7, 17, 21], [], [], [], [], [1, 3, 16], []]",t_odorSensor1.odorLevel > 5
10,81,r-2v8emucerybqm6e,device enters room with light AND light is already off,Presence Sensor && Light Bulb,presence && switch,present-off,light switch on,Light Bulb,switch,on,switch1.on(),,MD,Anytime,"6-11,13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [1, 3, 9, 13, 16, 19], [1, 2, 7, 15, 19], [], [], [], [], [0, 7, 9, 14, 15, 17, 19], [], [], [], [], [], [], [], [2, 8, 14, 17, 19], [0, 6, 8, 15, 19], [], [], [5, 7, 14, 17, 19], [], [4, 9, 10, 14, 16, 18, 20], []]",t_presenceSensor1.presenceState.getValue() == 'present' && t_switch1.switch== 'off'
10,82,r-2v8emucerybqm6e,device exits room with light AND light is already on,Presence Sensor && Light Bulb,presence && switch,not_present-on,light switch off,Light Bulb,switch,off,switch1.off(),,MD,Anytime,"6-11,13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [2, 5, 9, 10, 14, 17, 19], [], [], [5, 6, 14, 18, 19, 21], [], [9, 14, 16, 17, 18, 22], [], [], [6, 10, 14, 17, 19, 20], [5, 8, 13, 19, 23], [0, 8, 10, 14, 15, 19], [], [7, 10, 15, 16, 18, 20], [], [0, 4, 9, 14, 18], [], [6, 7, 13, 19, 20], [], [], [1, 9, 15, 18, 19], [8, 16, 17, 18, 23], [2, 7, 9, 13, 15, 18, 21], [], [], [], [3, 7, 16, 18, 22], [2, 7, 9, 15, 17]]",t_presenceSensor1.presenceState.getValue() == 'not present'&& t_switch1.switch== 'on'
11,83,r-vzxagf1fnmxrxpf,LivingRoom_BeaconDevice presence equals true,Presence Sensor,presence,present,Switch on Smart TV,Smart TV,switch,on,switch1.on(),,FD,Weekend,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [18], [19], [], [17, 19], [19], [17, 18], [], [], [17, 18], [], [], [17, 18, 19], [19], [], [18, 19], [17, 18], [17, 19], [17, 18], [18, 19], [], [19], [17], [18, 19], [17, 19], [19], []]",t_presenceSensor1.presenceState.getValue() == 'present'
11,84,r-vzxagf1fnmxrxpf,LivingRoom_BeaconDevice presence equal false,Presence Sensor,presence,not_present,Switch off Smart TV,Smart TV,switch,off,switch1.off(),,FD,Weekend,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [19], [], [17, 18, 19], [], [19], [17], [], [18, 19], [17, 18, 19], [18, 19], [17, 18, 19], [18, 19], [], [19], [], [17, 18, 19], [], [17, 18], [], [], [17, 18, 19], [], [], [18], [17, 19]]",t_presenceSensor1.presenceState.getValue() == 'not present'
11,85,r-vzxagf1fnmxrxpf,Kitchen_BeaconDevice presence equals true,Presence Sensor,presence,present,Switch on Audio Player through kitchen speakers,Audio Player,switch,on,switch1.on(),,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [2, 5, 6, 8, 10, 19, 21], [], [], [2, 5, 8, 17, 18, 23], [], [2, 10, 18, 20], [6, 7, 17, 19, 23], [], [7, 17, 20], [0, 8, 10, 18, 19], [0, 2, 6, 10, 17, 18, 23], [], [], [1, 6, 9, 17, 18, 19, 20], [], [], [], [9, 18, 20, 23], [], [], [], [], [], []]",t_presenceSensor1.presenceState.getValue() == 'present'
11,86,r-vzxagf1fnmxrxpf,Kitchen_BeaconDevice presence equals true,Presence Sensor,presence,not_present,Switch off Audio Player through kitchen speakers,Audio Player,switch,off,switch1.off(),,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[7, 10, 17, 18, 19, 20], [4, 10, 18, 19, 22, 23], [], [4, 8, 17, 18], [], [], [], [], [], [3, 6, 7, 17], [], [], [10, 17, 19, 22], [], [], [], [5, 8, 9, 10, 18, 19, 21], [1, 2, 7, 9, 18, 19, 23], [2, 6, 7, 9, 18, 19], [5, 8, 10, 17, 18, 22], [], [], [], [6, 7, 10, 17, 18, 21, 22, 23], [], [], [], []]",t_presenceSensor1.presenceState.getValue() == 'not present'
11,87,r-vzxagf1fnmxrxpf,If Home BeaconDevice presence equals true,Presence Sensor,presence,present,Set Mode to Home,null,locationMode,home,location.setMode('home'),,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[17, 19], [], [17, 18], [17, 19], [], [18, 19], [18], [17, 18], [17, 19], [18], [], [], [], [], [17, 18, 19], [17, 18], [17, 19], [], [17, 18], [17, 18, 19], [], [18, 19], [17, 19], [17, 19], [17, 19], [], [], [17, 18, 19]]",t_presenceSensor1.presenceState.getValue() == 'present'
11,88,r-vzxagf1fnmxrxpf,If Mode equals Home,null,locationMode,home,Set Thermostat coolingSetPoint to 70 |  switch off Robot Vacuum,Thermostat && Robot Vacuum,thermostat && switch,cool-off,thermostat1.setCoolingSetpoint(70) && switch1.off(),,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [19], [17, 18, 19], [18, 19], [17], [], [], [], [17, 18, 19], [], [18, 19], [], [], [], [], [18, 19], [], [], [17], [], [17, 18], [], []]",location.mode == 'home'
11,89,r-vzxagf1fnmxrxpf,If Home BeaconDevice presence equals false,Presence Sensor,presence,not_present,Set Mode to Away,null,locationMode,away,location.setMode('away'),,FW,Weekday,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [], [], [], [], [], [], [], []]",t_presenceSensor1.presenceState.getValue() == 'not present'
11,90,r-vzxagf1fnmxrxpf,If Mode equals Away,null,locationMode,away,Set Thermostat to coolingSetPointRange to 70-75 |  switch off Lighting Remote |  lock Door Lock |  switch on Robot Vacuum,Thermostat && Lighting Remote && Door Lock && Robot Vacuum,thermostat && switch && lock && switch,cool-off-lock-on,thermostat1.setCoolingSetpoint(75) && switch1.off() && lock1.lock() && switch2.on(),,FW,Weekday,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [6, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",location.mode == 'away'
11,91,r-vzxagf1fnmxrxpf,If Time equals sunset,Light Bulb,switch,on,Turn on Light Bulbs |  Shades/Blinds windowShade close,Light Bulb && Shades/Blinds,switch && contact,on-close,switch1.on() && contact.closed(),,FW,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [18], [17], [], [], [], [], [], [17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
11,92,r-vzxagf1fnmxrxpf,If Bedroom_Button pressed,Button,button,pushed,Switch mode to Night,null,locationMode,night,location.setMode('Night'),,FW,Anytime,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 3, 4], [], [], [], [], [], [], [], [5]]",t_button1.button == 'pushed'
11,93,r-vzxagf1fnmxrxpf,If mode equal Night,null,locationMode,on,Turn off all Light Bulbs |  Set Thermostat to coolingSetPoint 68,Light Bulb && Thermostat,switch && thermostat,off-cool,switch1.off() && thermostat1.setCoolingSetPoint(68),"time == ""night""",FW,Anytime,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [1, 22], [], [], [], [], [], [], [4, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 4, 20, 21]]",location.mode == 'night'
11,94,r-vzxagf1fnmxrxpf,If Alarm Clock hits alarm,Security Alarm,alarm,siren,Switch mode to Home |  Shades/Blinds windowShade open,null && Shades/Blinds,locationMode && contact,home-open,location.setMode('Home') && contactSensor1.open(),time == alarm_time,FW,Anytime,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [6, 7, 9]]",t_alarm1.alarm == 'siren'
12,95,r-3hwfvibwxm8i4g6,CarAutomation(Presence) == True,Presence Sensor,presence,present,GarageDoorOpener(door) = open,Garage Door Opener,contact,open,contactSensor1.open(),,FD,Weekday,"6-11,17-20",Executed at random (e.g. |  every time I enter the room),"[[7, 17], [9, 17, 19], [], [], [7, 10, 19], [], [], [], [10, 18], [], [], [6, 19], [9, 19], [], [], [], [], [8, 10, 17], [8, 18], [8, 10, 18, 19], [6, 17], [], [], [6, 18], [7, 10, 17, 18], [], [9, 17], []]",t_presenceSensor1.presenceState.getValue() == 'present'
12,96,r-3hwfvibwxm8i4g6,GarageDoorOpener(rssi) == low,Garage Door Opener,signalStrength,greater,GarageDoorOpener(door) = close,Garage Door Opener,contact,close,contactSensor1.closed(),,FD,Weekday,"6-11,17-20",Executed at random (e.g. |  every time I enter the room),"[[10, 18, 19], [], [], [8, 10, 17, 19], [], [10, 19], [], [8, 10, 17], [6, 9, 19], [6, 17], [], [6, 18], [], [10, 18], [], [], [8, 17, 18], [10, 17], [8, 18], [], [], [9, 10, 17], [8, 9, 19], [], [6, 18], [6, 7, 19], [], [8, 17]]",t_rssi1.rssi > 5
12,97,r-3hwfvibwxm8i4g6,TimeOfDay == 8:30 am,Morning,switch,on,CoffeeMaker(switch) = on,Coffee Maker,switch,on,switch1.on(),,FW,Weekday,11-Jun,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [8, 9, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_switch1.switchState.getValue() == 'on'
12,98,r-3hwfvibwxm8i4g6,CoffeeMaker(temperature) > 100,Coffee Maker,temperature,greater,CoffeeMaker(switch) = off,Coffee Maker,switch,off,switch1.off(),,FW,Weekday,11-Jun,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [7], [], [], [], [], [], [], [], [7, 8, 10], [], [], [], [], [], [], [], [], [], [], [], [], [7], [8, 9, 10]]",t_temperatureMeasurement1.currentTemperature.toInteger() > 100
12,99,r-3hwfvibwxm8i4g6,AirConditioner(temperature) > 75,Air Conditioner,temperature,greater,AirConditioner(switch) = on,Air Conditioner,thermostat,auto,thermostat1.auto(),,FW,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [13, 15, 16], [], [], [], [], [], [], [], []]",t_thermostat1.currentTemperature.toInteger() > 75
12,100,r-3hwfvibwxm8i4g6,AirConditioner(temperature) < 65,Air Conditioner,temperature,lesser,AirConditioner(switch) = off,Air Conditioner,thermostat,off,thermostat1.off(),,FW,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [17, 18], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",t_thermostat1.currentTemperature.toInteger() < 65
12,101,r-3hwfvibwxm8i4g6,SmokeDetector(smoke) = true,Smoke Detector,smoke,detected,SecurityAlarm.alarm(),Security Alarm,alarm,both,alarm1.strobe(),,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 3, 13], [], [], [], [], [], [], [], [], [], []]",t_smokeDetector1.smoke == 'detected'
12,105,r-3hwfvibwxm8i4g6,buttonUpPush == true,Button,button,pushed,tvChannel.setTvChannel(channelUp),Smart TV,tvChannel,fixed_number,tvChannel.setTvChannel(channelUp),,MD,Weekend,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [1, 9, 12, 14, 16], [1, 6, 8, 10, 12, 13, 15, 18], [5, 6, 7, 14, 17, 18], [], [], [0, 1, 5, 7, 14], [5, 7, 10, 13, 15, 17, 18], [], [], [6, 8, 11, 18, 22], [4, 9, 12, 16, 17, 21, 23], [3, 5, 9, 13, 16, 19, 20], [0, 3, 6, 13, 15, 17, 19, 20, 21, 22], [], [0, 5, 7, 8, 10, 14, 17], [1, 13, 14, 17, 18, 20, 22], [], [5, 7, 9, 12, 14, 15, 18, 19], [1, 12, 17, 19, 20], [1, 3, 6, 13, 22], [6, 9, 17, 18, 19, 20, 22], [0, 4, 5, 6, 8, 13, 14, 15, 19], [2, 7, 8, 18, 21, 22], [], [4, 6, 7, 11, 16, 20, 21], []]",t_button1.button == 'pushed'
