UserId,Number,ResponseId,Trigger,Intersection: 0 = common; 1 = unique ,Common app name,,,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger variables,Action Variables,Extra Comment,,,,Frequency,Weeks,Time,Schedule,Execution Indicator
6,46,r-3qkcsrg4psryx2c,it's 12:00 a.m.,1,,,,setMute(Audio_Player),External Time 1,switch,t_switch1.switchState.getValue() == 'on',Audio Player,switch,switch1.off(),on,off,time == 1200,,,,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [12], [12], [12], [], [12], [12], [12], [12], [], [], [12], [12], [], [0], [12], [12], [], [], [12], [12], [12], [], [], [12], [], [], []]"
7,47,r-e5i5j0vocc4acet,carbonMonoxide value of CO Detector is > 0,0,CO2 Vent,,,execute alarm (both mode by default) |  call emergency services |  and alert me via phone notification,CO Detector,carbonMonoxideDetector,t_carbonMonoxideDetector1.carbonMonoxideState.getValue() =='detected',Security Alarm && Phone && Smoke Detector,alarm && notification && alarm,alarm1.strobe() && notify_phone()(),detected,both-notify,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[0, 8, 9, 15, 16], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [5, 7, 10, 15, 18], [], [], [], [], [], [2, 23], [], [], [20], [6, 10, 19], [], []]"
7,48,r-e5i5j0vocc4acet,I leave my home,0,Keep Me Cozy,,,set temperature value of Thermostat to 79 degrees,null,locationMode,location.mode == 'away',Thermostat,thermostat,thermostat1.setHeatingSetpoint(79),away,heat,,,,,MD,Weekday,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[6, 7, 8, 9], [], [7, 8, 9], [], [], [6, 7, 8, 9, 10], [], [6, 7, 8, 9, 10], [6, 7, 8, 9, 10], [6, 7, 8, 9, 10], [7, 8, 9, 10], [], [], [7, 8, 9], [6, 7, 8, 10], [6, 8, 9, 10], [6, 7, 9, 10], [], [6, 7, 8, 9, 10], [], [7, 8], [], [6, 7, 8, 9], [6, 7, 8], [], [8, 9, 10], [6, 7, 9, 10], []]"
7,49,r-e5i5j0vocc4acet,someone rings the Doorbell,1,,,,alert me via house's Doorbell sound and via phone notification,Doorbell,switch,t_switch1.switchState.getValue() == 'on',Doorbell && Phone,notification,notify_phone()(),on,notify,,,,,FW,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [3, 6, 12, 13], [], [], [], [], [], [], [], [], [], [], [], [], [9, 10, 23], []]"
7,50,r-e5i5j0vocc4acet,it is morning and weather report shows no rain,1,,,,switch Sprinkler on,Sprinkler,switch,t_switch1.switchState.getValue() == 'on',Sprinkler,switch,switch1.on(),on,on,"time == ""morning"" && weather_station == ""no rain""",,,,FD,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [8, 9], [], [], [6, 7, 8, 9], [7, 8, 10], [], [6, 7, 8, 10], [], [6, 9], [10], [6, 8], [], [7, 9, 10], [6, 7, 9, 10], [], [9, 10], [], [6, 9], [6, 7, 9], [], [6, 7, 9, 10], [6, 8, 9], [6, 9, 10], [], [], [6, 7, 8, 9, 10], []]"
7,51,r-e5i5j0vocc4acet,energy value of Energy Meter for any device is > average,0,Energy Alerts,,,alert me via phone notification,Energy Meter,energyMeter,t_energyMeter1.energy > 5,Phone,switch,notify_phone()(),greater,notify,,,,,FM,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [4], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
7,52,r-e5i5j0vocc4acet,I leave my home and Door Lock is unlocked,0,Beacon Control,,,set Door Lock to lock,null && Door Lock,locationMode && lock,location.mode == 'away' && t_lock1.lock== 'unlocked',Door Lock,lock,lock1.lock(),unlocked-away,lock,,,,,FM,Anytime,"6-11,17-20",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [9], [], [], [], [], [], [], [], [], [11,20], [], [], [], [], [7], [], [], [], [], [], [], []]"
7,53,r-e5i5j0vocc4acet,shock value of Glass Break Detector is true,1,,,,toggle Security Camera on,Glass Break Detector,shockSensor,t_shockSensor1.shock == 'detected',Security Camera,switch,switch1.on(),detected,on,,,,,NS,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [], [0, 5, 22], [0, 1, 5, 22], [], [], [], [], [], [], [], [], [], [], [22, 23], [], [], [], [], [], [], [], [], [], [], [], [], [0, 1, 3]]"
7,54,r-e5i5j0vocc4acet,home is in Vacation mode,0,Cameras On When I'm Away,,,toggle Security Camera on AND set Security Alarm mode to both,null,locationMode,location.mode == 'vacation',Security Camera && Security Alarm,switch && alarm,switch1.on() && alarm1.strobe(),vacation,on-both,,,,,NS,Weekend,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 2, 10, 19], [], [], []]"
7,55,r-e5i5j0vocc4acet,odorLevel value of Gas Sensor is > safe level,1,,,,toggle alarm (both mode by default) |  call emergency services and alert me via phone notification,Gas Sensor,odorSensor,t_odorSensor1.odorLevel > 5,Security Alarm && Phone,alarm && notification,alarm1.strobe() && notify_phone()(),greater,both-notify,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [1, 2, 11, 12], [], [], [6, 13, 20], [], [], [], [1, 4, 11, 12, 17], [], [], [], [], [], [], []]"
7,56,r-e5i5j0vocc4acet,water value of Water Leak Detector is wet,0,Flood Alert!,,,toggle alarm (both mode by default) and alert me via phone notification,Water Leak Detector,waterSensor,t_waterSensor1.water == 'wet',Security Alarm && Phone,alarm && notification,alarm1.strobe() && notify_phone()(),wet,both-notify,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [1, 14, 22], [], [], [], [], [11], [7, 15, 21], [], [], [3], [], [], [], [], [], [], [], [15, 17, 22], [], [], [2, 7, 10, 21], [], [], [7, 14, 15, 16, 19], [], [], [10, 19]]"
7,57,r-e5i5j0vocc4acet,machineState value of Clothes Dryer is Running AND temperature value of LaundryRoom_TemperatureSensor is > average temperature value,1,,,,set machineState value of Clothes Dryer to Paused,Clothes Dryer,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() > 70,Clothes Dryer,switchLevel,switchLevel1.setLevel(2),greater,fixed_number,MachineState,,,,NS,Anytime,13-17,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [14, 15], [], [], [], [], [], [], [], [], [], [], [], [], [13], [], [], [], [], [], [], []]"
8,58,r-xbxggatwfo82tdz,"the value of ""temperature"" is less than 70",0,It's Too Cold,,,Set the device Air Conditioner in heat mode AND set the device Water Heater to Switch On,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() < 70,Air Conditioner && Water Heater,thermostat && switch,thermostat1.heat() && switch1.on(),lesser,heat-on,,,,,FD,Anytime,"17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[1, 19], [18, 21, 22], [18, 19, 22, 23], [4, 18, 19], [], [18, 20], [5, 18], [], [], [], [1, 17, 20], [19, 21], [], [], [], [5, 17, 18], [], [], [], [], [], [17, 23], [2, 17, 18, 23], [2, 19, 20], [2, 19, 21], [0, 2, 19], [0, 3, 17], [3, 17, 18, 20]]"
8,59,r-xbxggatwfo82tdz,"it is night and ""temperature"" of device ""Electric Blanket"" is less than 70",1,,,,Switch on the Electric Blanket,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() < 70,Electric Blanket,thermostat,thermostat1.heat(),lesser,on,"time == ""night"" &&",,,,FD,Anytime,20-6,Executed at random (e.g. |  every time I enter the room),"[[], [1, 2, 22], [], [0, 1, 2, 20, 23], [1], [0, 4], [], [0, 1, 3], [], [4], [], [], [], [], [0, 2, 20], [], [], [], [0, 1, 2, 20], [], [1, 4, 21], [], [], [], [0, 20, 21, 22], [], [], []]"
8,60,r-xbxggatwfo82tdz,it is night and time is after 9PM,0,Notify Me With Hue,,,"set colorValue of device ""Light Bulb"" to Soft White",External Time 1,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,colorControl,colorControl1.setHue(25),on,fixed_number,"time == ""night"" && time > 2100",,,,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[0, 3, 22], [5], [3, 22], [], [0, 1, 3, 5, 20], [2], [], [1, 3, 5], [20, 22], [], [], [0, 1, 2, 23], [], [], [0, 2, 22], [3, 20, 21], [5, 20], [3], [], [2, 20, 21, 22], [], [], [], [0, 22], [], [], [], []]"
8,61,r-xbxggatwfo82tdz,time is 6AM,0,Notify Me With Hue,,,set the device Light Bulb to switch off,External Time 2,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.off(),on,off,time == 600,,,,FD,Anytime,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[6], [6], [], [6], [6], [], [], [6], [], [6], [6], [], [], [], [6], [6], [], [6], [], [6], [6], [6], [6], [], [6], [], [], []]"
8,62,r-xbxggatwfo82tdz,time is 6PM,0,Notify Me With Hue,,,set the device Light Bulb  to switch on and set ColorValue of Device Light Bulb to Day White,External Time 3,switch,t_switch1.switchState.getValue() == 'on',Light Bulb,switch,switch1.off() && switch2.setHue(25),on,off-fixed_number,time == 1800,,,,FD,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[18], [], [], [], [18], [18], [], [], [18], [], [], [], [18], [18], [], [18], [], [], [], [], [], [18], [18], [18], [], [18], [], []]"
8,63,r-xbxggatwfo82tdz,value of SMS received is security_on,1,,,,Switch on the device Security Camera AND Switch on the device Security Alarm,External SMS 1,switch,t_switch1.switchState.getValue() == 'on',Security Camera && Security Alarm,switch && switch,switch1.on() && switch2.on(),on,on-on,,,,,FD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[2, 23], [], [4], [2, 19], [8, 22], [9], [4, 15, 18, 20, 21], [12, 23], [], [2, 7, 20], [], [4], [1, 18, 21, 23], [], [], [], [], [6], [], [1], [], [11], [2, 3, 7, 8, 14], [21], [], [], [6], []]"
8,64,r-xbxggatwfo82tdz,value of SMS received is security_off,1,,,,Switch off the device Security Camera AND Switch off the device Security Alarm,External SMS 2,switch,t_switch1.switchState.getValue() == 'on',Security Camera && Security Alarm,switch && switch,switch1.off() && switch2.off(),on,off-off,,,,,FD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[15, 19, 22], [], [], [21], [4, 6, 17, 21], [8, 16], [], [], [7, 10, 11, 12, 15], [], [], [], [13, 14], [], [], [], [12, 16, 19], [], [], [], [0, 4, 17], [15, 20], [5, 6, 10, 16, 19], [], [19], [], [], [0]]"
8,65,r-xbxggatwfo82tdz,"odorLevel detected by device ""Gas Sensor"" is high",1,,,,setAlarmMode=both,Gas Sensor,carbonMonoxideDetector,t_carbonMonoxideDetector1.carbonMonoxideState.getValue() == 'detected',Security Alarm,alarm,alarm1.strobe(),detected,both,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [5, 12], [], [], [], [], [], [], [], [], [], [], [], [], [3, 6, 10, 11, 15], [], [], [], [], [], [], [], [], [3], [], [8, 22, 23]]"
8,66,r-xbxggatwfo82tdz,"odorLevel detected by device ""Gas Sensor"" is low",1,,,,setAlarmMode=off,Gas Sensor,carbonMonoxideDetector,t_carbonMonoxideDetector1.carbonMonoxideState.getValue() == 'clear',Security Alarm,alarm,alarm1.off(),not detected,off,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
8,67,r-xbxggatwfo82tdz,"humidity detected by device ""Humidity Sensor"" is high ",0,Humidity Alert!,,,set mode of device Air Conditioner to dryClean mode,Humidity Sensor,humidity,t_relativeHumidityMeasurement1.humidity > 60,Air Conditioner,thermostat,thermostat1.auto(),greater,auto,,,,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[15, 19, 23], [], [0, 2, 8, 20], [3, 4, 6, 22], [], [], [], [], [2, 17], [], [], [], [], [], [], [8, 17, 22], [], [9, 18], [17, 20, 23], [5, 11, 17], [], [4, 19, 22], [10, 18], [4, 7, 23], [0, 4, 11, 21], [], [6, 8, 18, 21], []]"
8,68,r-xbxggatwfo82tdz,value of SMS received is ac_off,1,,,,switch off the device Air Conditioner,External SMS 3,switch,t_switch1.switchState.getValue() == 'on',Air Conditioner,thermostat,thermostat1.off(),on,off,,,,,FD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [15], [], [4, 15, 20, 22], [], [4, 10, 15, 22], [6, 14, 21], [], [], [], [], [], [], [], [5], [11, 19], [], [], [], [], [], [2, 21, 23], [], [3, 4, 8, 12, 19], [], [8], [], []]"
8,69,r-xbxggatwfo82tdz,value of SMS received is ac_on,1,,,,switch on the device Air Conditioner,External SMS 4,switch,t_switch1.switchState.getValue() == 'on',Air Conditioner,thermostat,thermostat1.auto(),on,auto,,,,,FD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[0, 17, 20], [], [], [19, 20, 22], [18, 23], [7, 10, 16], [4], [6, 11, 14, 18, 19], [6, 7, 9, 16], [], [7, 13, 14], [19], [15], [1, 19, 22], [], [9], [], [], [], [22], [1, 21], [], [], [], [], [], [], []]"
8,70,r-xbxggatwfo82tdz,value of smoke is detected by device Smoke Detector and value of temperature is above FireThreshold,1,,,,trigger alarm,Smoke Detector,smokeDetector,t_smokeDetector1.smoke == 'detected' && t_smokeDetector1.currentTemperature.toInteger() > 80,Security Alarm,alarm,alarm1.strobe(),detected-greater,both,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [1, 2, 17, 21], [2, 3, 6, 11, 19], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
8,71,r-xbxggatwfo82tdz,value of tamper by device Smoke Detector is tampered,1,,,,send sms alerting to check,Smoke Detector,smokeDetector,t_smokeDetector1.tamper == 'detected',Phone,sms,notify_phone()(),detected,notify,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[1, 16], [], [], [], [18], [], [], [], [4, 7, 8, 13, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
8,72,r-xbxggatwfo82tdz,value of battery by device Smoke Detector is low,1,,,,send sms alerting to change,Smoke Detector,smokeDetector,t_smokeDetector1.battery < 10,Phone,sms,notify_phone(),lesser,notify,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[3, 11, 22], [], [], [], [], [15, 19], [], [], [], [], [], [], [], [], [], [], [], [], [1], [], [], [], [], [], [], [], [], []]"
8,73,r-xbxggatwfo82tdz,value of airQuality by device Air Purifier is low,0,Humidity Alert!,,,set the device to switch on,Air Purifier,airQualitySensor,t_airQualitySensor1.airQuality > 5,Air Purifier,switch,switch1.on(),greater,on,,,,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[2, 13, 14], [6, 15, 18, 22], [7, 13, 14, 19], [9, 17], [4, 7, 9, 14, 17], [0, 1, 2, 8, 19], [], [12, 14], [], [], [12], [6, 12, 17, 23], [5, 20], [], [], [], [], [], [11, 12, 16, 20, 21], [3, 13], [1, 13, 16], [], [], [4], [3, 12, 21], [6, 19], [], [0, 14]]"
8,74,r-xbxggatwfo82tdz,value of airQuality by device Air Purifier is high,0,Humidity Alert!,,,set the device to switch off,Air Purifier,airQualitySensor,t_airQualitySensor1.airQuality < 5,Air Purifier,switch,switch1.off(),greater,off,,,,,FD,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [3], [0, 8, 21], [5, 18, 20], [], [0, 4, 7, 23], [9, 11, 12, 19, 20], [1, 10, 13, 14, 20], [], [], [], [], [3, 13, 22], [], [], [6, 17, 19], [], [20], [], [], [], [1, 3, 6, 9, 22], [1, 2, 4, 14, 22], [18], [11, 21], [], [], [3]]"
9,75,r-ttvbkmxo7atmgm5,temperatue <= 70 AND (time between 9 and 5 OR time between 9pm and 7 am),0,It's Too Cold,,,setLevel 75 degrees,Temperature Sensor,temperatureMeasurement,t_temperatureMeasurement1.currentTemperature.toInteger() <= 70,Air Purifier,switchLevel,switchLevel1.setLevel(75),lesser,fixed_number,&& ((time >= 900 && time <= 1700) || (time >= 2100 && time < 700)),,,,FD,Anytime,"6-11,11-13,13-17",Executed at random (e.g. |  every time I enter the room),"[[], [], [6, 11, 13], [8, 12, 15], [10, 11, 15], [6, 12, 16], [10, 12, 14], [], [], [7, 12, 14], [7, 12, 15], [8, 12, 14], [9, 12, 16], [], [9, 12, 13], [], [], [8, 12, 16], [7, 11, 16], [8, 12, 14], [], [8, 12, 13], [10, 12, 14], [10, 11, 13], [10, 11, 15], [8, 11, 14], [], []]"
9,76,r-ttvbkmxo7atmgm5,time == 7am and daye between Monday and Friday,0,Smart turn it on,,,coffeeMaker switch ON and Bedroom lightbulb switch ON and setRobotCleanerCleaningMode Auto,External Time 1,switch,t_switch1.switchState.getValue() == 'on',Coffee Maker && Light Bulb && Robot Vacuum,switch && switch && switch,switch1.on() && switch2.on() && switch3.on(),on,on-on-on,time == 700 && (time.day in weekday),,,,FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [7], [], [], [], [], [], [7], [7], [], [], [], [], [], [], [7], [], [], [], [], [], [7], []]"
10,77,r-2v8emucerybqm6e,threeAxis is within 100 feet of the house,0,Ridiculously Automated Garage Door,,,open garage door,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'present',Garage Door Opener,doorControl,doorControl1.open(),present,open,,,,,FD,Anytime,"6-11,13-17,17-20",Executed at random (e.g. |  every time I enter the room),"[[8, 15, 19], [8, 16, 17], [9, 13, 18], [6, 14, 18], [], [8, 13, 18], [], [], [9, 16, 19], [], [8, 13, 18], [], [], [7, 13, 18], [7, 14, 18], [], [9, 16, 19], [7, 15, 19], [], [6, 15, 19], [], [6, 13, 19], [8, 13, 17], [7, 16, 18], [], [], [8, 14, 18], [10, 13, 19]]"
10,78,r-2v8emucerybqm6e,shock detected,1,,,,trigger security alarm,Glass Break Detector,shockSensor,t_shockSensor1.shock == 'detected',Security Alarm,alarm,alarm1.strobe(),detected,both,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [3, 10, 17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [12, 19], [], [], [], [], [], [0, 4, 15]]"
10,79,r-2v8emucerybqm6e,motion sensor detects motion outside,1,,,,security camera switch on,Motion Sensor,motionSensor,t_motionSensor1.motion == 'active',Security Camera,switch,switch1.on(),active,on,,,,,FW,Anytime,"6-11,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [2, 9, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
10,80,r-2v8emucerybqm6e,odorLevel detector returns high values,1,,,,setAlarmMode(both),Gas Sensor,carbonMonoxideDetector,t_odorSensor1.odorLevel > 5,Security Alarm,alarm,alarm1.strobe(),greater,both,,,,,NS,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[3, 4, 9], [], [], [11, 15, 17], [], [], [3, 17], [], [5, 13, 16], [0, 8, 9], [], [], [2, 17, 18, 20, 23], [], [], [], [], [], [], [], [], [5, 6, 7, 17, 21], [], [], [], [], [1, 3, 16], []]"
10,81,r-2v8emucerybqm6e,device enters room with light AND light is already off,0,Light Follows Me,,,light switch on,Presence Sensor && Light Bulb,presenceSensor && switch,t_presenceSensor1.presenceState.getValue() == 'present' && t_switch1.switch== 'off',Light Bulb,switch,switch1.on(),present-off,on,,,,,MD,Anytime,"6-11,13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [1, 3, 9, 13, 16, 19], [1, 2, 7, 15, 19], [], [], [], [], [0, 7, 9, 14, 15, 17, 19], [], [], [], [], [], [], [], [2, 8, 14, 17, 19], [0, 6, 8, 15, 19], [], [], [5, 7, 14, 17, 19], [], [4, 9, 10, 14, 16, 18, 20], []]"
10,82,r-2v8emucerybqm6e,device exits room with light AND light is already on,0,Light Follows Me,,,light switch off,Presence Sensor && Light Bulb,presenceSensor && switch,t_presenceSensor1.presenceState.getValue() == 'not present'&& t_switch1.switch== 'on',Light Bulb,switch,switch1.off(),not present-off,off,,,,,MD,Anytime,"6-11,13-17,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [2, 5, 9, 10, 14, 17, 19], [], [], [5, 6, 14, 18, 19, 21], [], [9, 14, 16, 17, 18, 22], [], [], [6, 10, 14, 17, 19, 20], [5, 8, 13, 19, 23], [0, 8, 10, 14, 15, 19], [], [7, 10, 15, 16, 18, 20], [], [0, 4, 9, 14, 18], [], [6, 7, 13, 19, 20], [], [], [1, 9, 15, 18, 19], [8, 16, 17, 18, 23], [2, 7, 9, 13, 15, 18, 21], [], [], [], [3, 7, 16, 18, 22], [2, 7, 9, 15, 17]]"
11,83,r-vzxagf1fnmxrxpf,LivingRoom_BeaconDevice presence equals true,0,Beacon Control,,,Switch on Smart TV,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'present',Smart TV,switch,switch1.on(),present,on,,,,,FD,Weekend,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [18], [19], [], [17, 19], [19], [17, 18], [], [], [17, 18], [], [], [17, 18, 19], [19], [], [18, 19], [17, 18], [17, 19], [17, 18], [18, 19], [], [19], [17], [18, 19], [17, 19], [19], []]"
11,84,r-vzxagf1fnmxrxpf,LivingRoom_BeaconDevice presence equal false,0,Beacon Control,,,Switch off Smart TV,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'not present',Smart TV,switch,switch1.off(),not present,off,,,,,FD,Weekend,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [19], [], [17, 18, 19], [], [19], [17], [], [18, 19], [17, 18, 19], [18, 19], [17, 18, 19], [18, 19], [], [19], [], [17, 18, 19], [], [17, 18], [], [], [17, 18, 19], [], [], [18], [17, 19]]"
11,85,r-vzxagf1fnmxrxpf,Kitchen_BeaconDevice presence equals true,0,Beacon Control,,,Switch on Audio Player through kitchen speakers,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'present',Audio Player,switch,switch1.on(),present,on,,,,,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [2, 5, 6, 8, 10, 19, 21], [], [], [2, 5, 8, 17, 18, 23], [], [2, 10, 18, 20], [6, 7, 17, 19, 23], [], [7, 17, 20], [0, 8, 10, 18, 19], [0, 2, 6, 10, 17, 18, 23], [], [], [1, 6, 9, 17, 18, 19, 20], [], [], [], [9, 18, 20, 23], [], [], [], [], [], []]"
11,86,r-vzxagf1fnmxrxpf,Kitchen_BeaconDevice presence equals true,0,Beacon Control,,,Switch off Audio Player through kitchen speakers,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'not present',Audio Player,switch,switch1.off(),not present,off,,,,,MD,Anytime,"6-11,17-20,20-6",Executed at random (e.g. |  every time I enter the room),"[[7, 10, 17, 18, 19, 20], [4, 10, 18, 19, 22, 23], [], [4, 8, 17, 18], [], [], [], [], [], [3, 6, 7, 17], [], [], [10, 17, 19, 22], [], [], [], [5, 8, 9, 10, 18, 19, 21], [1, 2, 7, 9, 18, 19, 23], [2, 6, 7, 9, 18, 19], [5, 8, 10, 17, 18, 22], [], [], [], [6, 7, 10, 17, 18, 21, 22, 23], [], [], [], []]"
11,87,r-vzxagf1fnmxrxpf,If Home BeaconDevice presence equals true,0,Beacon Control,,,Set Mode to Home,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'present',null,locationMode,location.setMode('home'),present,home,,,,,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[17, 19], [], [17, 18], [17, 19], [], [18, 19], [18], [17, 18], [17, 19], [18], [], [], [], [], [17, 18, 19], [17, 18], [17, 19], [], [17, 18], [17, 18, 19], [], [18, 19], [17, 19], [17, 19], [17, 19], [], [], [17, 18, 19]]"
11,88,r-vzxagf1fnmxrxpf,If Mode equals Home,0,Make it So,,,Set Thermostat coolingSetPoint to 70 |  switch off Robot Vacuum,null,locationMode,location.mode == 'home',Thermostat && Robot Vacuum,thermostat && switch,thermostat1.setCoolingSetpoint(70) && switch1.off(),home,cool-off,,,,,FD,Anytime,17-20,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [19], [17, 18, 19], [18, 19], [17], [], [], [], [17, 18, 19], [], [18, 19], [], [], [], [], [18, 19], [], [], [17], [], [17, 18], [], []]"
11,89,r-vzxagf1fnmxrxpf,If Home BeaconDevice presence equals false,1,,,,Set Mode to Away,Presence Sensor,presenceSensor,t_presenceSensor1.presenceState.getValue() == 'not present',null,locationMode,location.setMode('away'),not present,away,,,,,FW,Weekday,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [7], [], [], [], [], [], [], [], []]"
11,90,r-vzxagf1fnmxrxpf,If Mode equals Away,0,Keep Me Cozy,,,Set Thermostat to coolingSetPointRange to 70-75 |  switch off Lighting Remote |  lock Door Lock |  switch on Robot Vacuum,null,locationMode,location.mode == 'away',Thermostat && Lighting Remote && Door Lock && Robot Vacuum,thermostat && switch && lock && switch,thermostat1.setCoolingSetpoint(75) && switch1.off() && lock1.lock() && switch2.on(),away,cool-off-lock-on,,,,,FW,Weekday,"11,Jun",Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [6, 10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
11,91,r-vzxagf1fnmxrxpf,If Time equals sunset,0,Bright When Dark And/Or Bright After Sunset,,,Turn on Light Bulbs |  Shades/Blinds windowShade close,Light Bulb,switch,t_switch1.switchState.getValue() == 'on',Light Bulb && Shades/Blinkds,switch && contactSensor,switch1.on() && contact.closed(),on,on-closed,,,,,FW,Anytime,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [18], [17], [], [], [], [], [], [17], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
11,92,r-vzxagf1fnmxrxpf,If Bedroom_Button pressed,0,Sleepy Time,,,Switch mode to Night,Button,button,t_button1.button == 'pushed',null,locationMode,location.setMode('Night'),pushed,night,,,,,FW,Anytime,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 3, 4], [], [], [], [], [], [], [], [5]]"
11,93,r-vzxagf1fnmxrxpf,If mode equal Night,0,Keep Me Cozy,,,Turn off all Light Bulbs |  Set Thermostat to coolingSetPoint 68,null,locationMode,location.mode == 'night',Light Bulb && Thermostat,switch && thermostat,switch1.off() && thermostat1.setCoolingSetPoint(68),night,off-cool,"time == ""night""",,,,FW,Anytime,20-6,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [1, 22], [], [], [], [], [], [], [4, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [0, 4, 20, 21]]"
